open,high,low,close,volume,timestamp,close_time,quote_volume,trades,taker_base,taker_quote,ignore
3039.61469207127,3039.61469207127,3025.6137134443898,3029.802849180674,2404.1677639819286,2025-01-01 00:00:00,2025-01-01 00:29:00,7284154.3412207775,120,1442.500658389157,4370492.604732466,0
3137.8701089301494,3137.8701089301494,3113.3835473204667,3122.095482899672,7372.653200164409,2025-01-01 00:30:00,2025-01-01 00:59:00,23018127.253219113,978,4423.5919200986455,13810876.351931468,0
3085.6205887503384,3109.5670751596404,3076.0066238025092,3092.7868494810746,3738.1801866358396,2025-01-01 01:00:00,2025-01-01 01:29:00,11561394.522218034,276,2242.9081119815037,6936836.71333082,0
3078.547676146314,3144.0362593585223,2983.939879251175,3063.9880693048485,3621.0622617823774,2025-01-01 01:30:00,2025-01-01 01:59:00,11094891.568311235,462,2172.6373570694263,6656934.94098674,0
2988.305129647313,3011.3677709885683,2988.305129647313,3001.9342726106265,5104.629857953323,2025-01-01 02:00:00,2025-01-01 02:29:00,15323763.319581594,121,3062.777914771994,9194257.991748957,0
2925.8746388234167,2935.5191875657297,2898.7936491168234,2917.1564183412765,5628.109945722505,2025-01-01 02:30:00,2025-01-01 02:59:00,16418077.051294778,936,3376.8659674335026,9850846.230776867,0
2868.807460908891,2888.6134943365046,2868.807460908891,2885.4129196022586,1585.4643368675156,2025-01-01 03:00:00,2025-01-01 03:29:00,4574719.281166157,647,951.2786021205093,2744831.568699694,0
2920.8855570635187,2924.564042909711,2889.663915734018,2907.1139793218645,1879.0490260574547,2025-01-01 03:30:00,2025-01-01 03:59:00,5462609.691482761,349,1127.429415634473,3277565.8148896564,0
2871.9587869102234,2925.3528737141205,2818.9523609999073,2872.1526173570137,1309.4966900369654,2025-01-01 04:00:00,2025-01-01 04:29:00,3761074.3457100163,760,785.6980140221792,2256644.6074260096,0
2816.893404756283,2817.871104196884,2804.969470978896,2811.42028758789,6962.700559185838,2025-01-01 04:30:00,2025-01-01 04:59:00,19575077.60849461,172,4177.620335511502,11745046.565096766,0
2804.4437979831073,2878.517680355963,2767.8671634918023,2823.1924219238826,9726.261649881028,2025-01-01 05:00:00,2025-01-01 05:29:00,27459108.183592997,190,5835.756989928616,16475464.910155797,0
2846.835005755317,2846.835005755317,2828.142006468313,2834.33895743611,9296.868115208052,2025-01-01 05:30:00,2025-01-01 05:59:00,26350475.481079802,275,5578.120869124831,15810285.28864788,0
2806.91221001697,2836.331821261851,2806.91221001697,2827.817159290719,8458.637582367364,2025-01-01 06:00:00,2025-01-01 06:29:00,23919480.499639794,225,5075.182549420419,14351688.299783876,0
2774.8703965833643,2824.675893048478,2749.6082296829627,2787.14206136572,5884.264748424236,2025-01-01 06:30:00,2025-01-01 06:59:00,16400281.780544765,303,3530.5588490545415,9840169.068326859,0
2795.751650529033,2816.0488217465468,2794.443808782317,2805.246315264432,1049.6990541124217,2025-01-01 07:00:00,2025-01-01 07:29:00,2944664.40368543,345,629.819432467453,1766798.642211258,0
2852.210569996141,2856.13628494058,2823.076293958598,2839.606289449589,7561.0645123688855,2025-01-01 07:30:00,2025-01-01 07:59:00,21470446.344256777,710,4536.638707421331,12882267.806554066,0
2796.6150043084244,2800.623762817951,2783.35740199116,2791.9905824045554,3978.0822236738427,2025-01-01 08:00:00,2025-01-01 08:29:00,11106768.104528341,370,2386.8493342043057,6664060.8627170045,0
2840.6712688938683,2851.5712404013525,2840.6712688938683,2846.5120741098117,3926.6498982407234,2025-01-01 08:30:00,2025-01-01 08:59:00,11177256.346144283,143,2355.989938944434,6706353.80768657,0
2891.77876465641,2932.0539135943814,2853.586739152561,2892.8203263734713,2076.3482134447154,2025-01-01 09:00:00,2025-01-01 09:29:00,6006502.316482116,833,1245.8089280668291,3603901.389889269,0
2962.6745227156366,2979.647296081671,2922.2242382435734,2950.935767162622,6051.494778125466,2025-01-01 09:30:00,2025-01-01 09:59:00,17857572.385568272,708,3630.8968668752796,10714543.431340963,0
2910.2534168673005,2995.0194500267307,2902.7405227771173,2948.879986401924,1228.7721406968567,2025-01-01 10:00:00,2025-01-01 10:29:00,3623501.5735492096,647,737.263284418114,2174100.9441295257,0
3013.0391972400653,3039.9411388959265,2954.8894523902754,2997.4152956431008,5577.136220482325,2025-01-01 10:30:00,2025-01-01 10:59:00,16716993.413158875,267,3346.281732289395,10030196.047895325,0
3006.364233410837,3006.364233410837,2973.6543981571153,2984.31175059158,3059.183489424602,2025-01-01 11:00:00,2025-01-01 11:29:00,9129557.234705593,534,1835.5100936547612,5477734.340823356,0
2947.14251808133,2959.7122615665567,2947.14251808133,2953.4461881443017,2450.9915852860395,2025-01-01 11:30:00,2025-01-01 11:59:00,7238871.754736813,129,1470.5949511716237,4343323.052842087,0
2999.621707523306,3017.4756898539777,2997.7007306236696,3007.5882102388236,9033.0309864098,2025-01-01 12:00:00,2025-01-01 12:29:00,27167637.497448087,893,5419.818591845879,16300582.498468852,0
3041.2036862827804,3080.221093263856,2996.852028281247,3038.536560772551,9064.82169931144,2025-01-01 12:30:00,2025-01-01 12:59:00,27543792.150242176,696,5438.893019586864,16526275.290145304,0
2990.0767128883467,3005.7669911489415,2986.133800393365,2995.9503957711536,8362.132893302438,2025-01-01 13:00:00,2025-01-01 13:29:00,25052535.35118042,456,5017.279735981462,15031521.210708251,0
2913.362358156746,2985.559435881037,2831.1164509689957,2908.3379434250164,2998.970294236572,2025-01-01 13:30:00,2025-01-01 13:59:00,8722019.097932708,590,1799.3821765419432,5233211.4587596245,0
2886.154368577747,2911.6573726889014,2865.3100759977565,2888.483724343329,5669.115595690295,2025-01-01 14:00:00,2025-01-01 14:29:00,16375148.129572352,732,3401.469357414177,9825088.877743412,0
2932.3492025239966,2939.3691562610434,2884.4472590438763,2911.9082076524596,9746.038744488646,2025-01-01 14:30:00,2025-01-01 14:59:00,28379570.212175358,898,5847.623246693187,17027742.127305213,0
2801.091845204748,2801.091845204748,2799.506093003128,2800.2485474152586,1463.3087612499041,2025-01-01 15:00:00,2025-01-01 15:29:00,4097628.2331100656,347,877.9852567499424,2458576.9398660394,0
2934.482270863765,2952.3255646591747,2924.2499840688183,2938.2877743639965,3156.057016002752,2025-01-01 15:30:00,2025-01-01 15:59:00,9273403.745316602,795,1893.634209601651,5564042.247189961,0
2953.1189233578502,2970.656704360743,2902.0239750410483,2936.3403397008956,3138.737895931597,2025-01-01 16:00:00,2025-01-01 16:29:00,9216402.69957186,352,1883.2427375589582,5529841.619743115,0
3001.220061234541,3004.493349212026,2956.6948821782535,2980.5941156951394,6690.752475342215,2025-01-01 16:30:00,2025-01-01 16:59:00,19942417.457577694,884,4014.451485205329,11965450.474546617,0
3000.741481760198,3081.7342409135476,2949.620100431031,3015.6771706722893,1366.9762739928751,2025-01-01 17:00:00,2025-01-01 17:29:00,4122359.142330982,820,820.1857643957251,2473415.485398589,0
2994.6487357654237,3032.509717475277,2930.7405922886,2981.625154881938,1149.2904603507054,2025-01-01 17:30:00,2025-01-01 17:59:00,3426753.3468475062,965,689.5742762104232,2056052.0081085037,0
2873.913888540185,2891.2412107729415,2873.913888540185,2889.260247997027,7218.439642922193,2025-01-01 18:00:00,2025-01-01 18:29:00,20855950.712860946,481,4331.063785753316,12513570.427716566,0
2914.384308304518,2934.8310882203423,2898.6316393357,2916.731363778021,2237.6884973139395,2025-01-01 18:30:00,2025-01-01 18:59:00,6526736.222480877,635,1342.6130983883636,3916041.733488526,0
2882.8274072032805,2882.8274072032805,2861.901897207045,2871.148762443892,8354.999801810944,2025-01-01 19:00:00,2025-01-01 19:29:00,23988447.341188453,733,5012.999881086566,14393068.404713072,0
2836.133645592742,2838.7747353598756,2762.3813226727957,2800.5780290163357,3176.670618104065,2025-01-01 19:30:00,2025-01-01 19:59:00,8896513.938483987,836,1906.002370862439,5337908.363090392,0
2797.8319421097526,2837.2537473456614,2793.2333117253825,2815.243529535522,7533.601109832154,2025-01-01 20:00:00,2025-01-01 20:29:00,21208921.7785566,999,4520.160665899292,12725353.06713396,0
2757.687610624671,2757.937191620357,2724.078026476255,2741.007609048306,1757.2596849554395,2025-01-01 20:30:00,2025-01-01 20:59:00,4816662.167536689,997,1054.3558109732637,2889997.300522013,0
2782.9070876644714,2782.9070876644714,2737.489659267466,2757.185654085042,6867.651335523405,2025-01-01 21:00:00,2025-01-01 21:29:00,18935389.73956311,518,4120.590801314042,11361233.843737867,0
2770.1456205622308,2803.873819059878,2762.985180428267,2783.4294997440725,3135.2417874712005,2025-01-01 21:30:00,2025-01-01 21:59:00,8726724.480077675,222,1881.1450724827203,5236034.688046604,0
2861.7641342048123,2871.418844587473,2824.6720339103963,2848.0454392489346,6918.51603070309,2025-01-01 22:00:00,2025-01-01 22:29:00,19704248.02761458,393,4151.109618421854,11822548.816568747,0
