open,high,low,close,volume,timestamp,close_time,quote_volume,trades,taker_base,taker_quote,ignore
45594.22038106905,45594.22038106905,45384.20570166585,45447.042737710115,2404.1677639819286,2025-01-01 00:00:00,2025-01-01 00:29:00,109262315.11831167,120,1442.500658389157,65557389.070987,0
47068.051633952244,47068.051633952244,46700.753209807,46831.43224349508,7372.653200164409,2025-01-01 00:30:00,2025-01-01 00:59:00,345271908.7982867,978,4423.5919200986455,207163145.278972,0
46284.308831255075,46643.506127394605,46140.09935703764,46391.80274221612,3738.1801866358396,2025-01-01 01:00:00,2025-01-01 01:29:00,173420917.8332705,276,2242.9081119815037,104052550.69996229,0
46178.215142194706,47160.54389037783,44759.09818876762,45959.82103957272,3621.0622617823774,2025-01-01 01:30:00,2025-01-01 01:59:00,166423373.52466848,462,2172.6373570694263,99854024.1148011,0
44824.57694470969,45170.51656482852,44824.57694470969,45029.01408915939,5104.629857953323,2025-01-01 02:00:00,2025-01-01 02:29:00,229856449.79372388,121,3062.777914771994,137913869.87623432,0
43888.119582351246,44032.787813485935,43481.904736752345,43757.34627511914,5628.109945722505,2025-01-01 02:30:00,2025-01-01 02:59:00,246271155.7694216,936,3376.8659674335026,147762693.46165296,0
43032.11191363335,43329.202415047555,43032.11191363335,43281.19379403387,1585.4643368675156,2025-01-01 03:00:00,2025-01-01 03:29:00,68620789.21749234,647,951.2786021205093,41172473.530495405,0
43813.28335595277,43868.46064364566,43344.95873601025,43606.709689827956,1879.0490260574547,2025-01-01 03:30:00,2025-01-01 03:59:00,81939145.3722414,349,1127.429415634473,49163487.22334483,0
43079.381803653334,43880.2931057118,42284.2854149986,43082.289260355195,1309.4966900369654,2025-01-01 04:00:00,2025-01-01 04:29:00,56416115.18565023,760,785.6980140221792,33849669.111390136,0
42253.40107134423,42268.06656295325,42074.54206468343,42171.30431381834,6962.700559185838,2025-01-01 04:30:00,2025-01-01 04:59:00,293626164.1274191,172,4177.620335511502,176175698.47645146,0
