open,high,low,close,volume,timestamp,close_time,quote_volume,trades,taker_base,taker_quote,ignore
303.961469207127,303.961469207127,302.56137134443895,302.9802849180674,2404.1677639819286,2025-01-01 00:00:00,2025-01-01 00:14:00,728415.4341220778,533,1442.500658389157,437049.2604732466,0
313.78701089301495,313.78701089301495,311.33835473204664,312.2095482899672,7372.653200164409,2025-01-01 00:15:00,2025-01-01 00:29:00,2301812.7253219113,173,4423.5919200986455,1381087.6351931468,0
308.56205887503387,310.956707515964,307.6006623802509,309.27868494810747,3738.1801866358396,2025-01-01 00:30:00,2025-01-01 00:44:00,1156139.4522218034,173,2242.9081119815037,693683.671333082,0
307.85476761463144,314.40362593585223,298.39398792511753,306.39880693048485,3621.0622617823774,2025-01-01 00:45:00,2025-01-01 00:59:00,1109489.1568311234,724,2172.6373570694263,665693.494098674,0
298.8305129647313,301.13677709885684,298.8305129647313,300.19342726106265,5104.629857953323,2025-01-01 01:00:00,2025-01-01 01:14:00,1532376.3319581596,763,3062.777914771994,919425.7991748957,0
292.5874638823417,293.55191875657295,289.8793649116824,291.71564183412767,5628.109945722505,2025-01-01 01:15:00,2025-01-01 01:29:00,1641807.705129478,362,3376.8659674335026,985084.6230776866,0
286.8807460908891,288.86134943365045,286.8807460908891,288.54129196022586,1585.4643368675156,2025-01-01 01:30:00,2025-01-01 01:44:00,457471.9281166157,185,951.2786021205093,274483.1568699694,0
292.0885557063519,292.45640429097114,288.9663915734018,290.71139793218646,1879.0490260574547,2025-01-01 01:45:00,2025-01-01 01:59:00,546260.9691482761,157,1127.429415634473,327756.58148896566,0
287.19587869102236,292.5352873714121,281.89523609999077,287.2152617357014,1309.4966900369654,2025-01-01 02:00:00,2025-01-01 02:14:00,376107.4345710017,760,785.6980140221792,225664.460742601,0
281.6893404756283,281.7871104196884,280.49694709788963,281.142028758789,6962.700559185838,2025-01-01 02:15:00,2025-01-01 02:29:00,1957507.7608494612,825,4177.620335511502,1174504.6565096767,0
280.44437979831076,287.85176803559636,276.78671634918027,282.3192421923883,9726.261649881028,2025-01-01 02:30:00,2025-01-01 02:44:00,2745910.8183593,516,5835.756989928616,1647546.49101558,0
284.6835005755317,284.6835005755317,282.8142006468313,283.433895743611,9296.868115208052,2025-01-01 02:45:00,2025-01-01 02:59:00,2635047.5481079803,911,5578.120869124831,1581028.5288647881,0
280.69122100169704,283.63318212618515,280.69122100169704,282.7817159290719,8458.637582367364,2025-01-01 03:00:00,2025-01-01 03:14:00,2391948.0499639795,380,5075.182549420419,1435168.8299783876,0
277.4870396583364,282.46758930484776,274.9608229682962,278.714206136572,5884.264748424236,2025-01-01 03:15:00,2025-01-01 03:29:00,1640028.1780544764,706,3530.5588490545415,984016.9068326858,0
279.5751650529033,281.6048821746547,279.44438087823164,280.52463152644316,1049.6990541124217,2025-01-01 03:30:00,2025-01-01 03:44:00,294466.44036854303,307,629.819432467453,176679.8642211258,0
285.2210569996141,285.613628494058,282.3076293958598,283.9606289449589,7561.0645123688855,2025-01-01 03:45:00,2025-01-01 03:59:00,2147044.634425678,983,4536.638707421331,1288226.7806554066,0
279.6615004308424,280.0623762817951,278.335740199116,279.19905824045554,3978.0822236738427,2025-01-01 04:00:00,2025-01-01 04:14:00,1110676.810452834,242,2386.8493342043057,666406.0862717003,0
284.0671268893868,285.1571240401352,284.0671268893868,284.65120741098116,3926.6498982407234,2025-01-01 04:15:00,2025-01-01 04:29:00,1117725.6346144283,512,2355.989938944434,670635.380768657,0
289.177876465641,293.2053913594381,285.35867391525613,289.28203263734713,2076.3482134447154,2025-01-01 04:30:00,2025-01-01 04:44:00,600650.2316482116,694,1245.8089280668291,360390.13898892695,0
296.2674522715636,297.96472960816703,292.2224238243573,295.0935767162622,6051.494778125466,2025-01-01 04:45:00,2025-01-01 04:59:00,1785757.2385568272,151,3630.8968668752796,1071454.3431340964,0
291.02534168673,299.50194500267304,290.2740522777117,294.88799864019234,1228.7721406968567,2025-01-01 05:00:00,2025-01-01 05:14:00,362350.1573549209,116,737.263284418114,217410.09441295255,0
301.3039197240065,303.9941138895926,295.48894523902754,299.74152956431004,5577.136220482325,2025-01-01 05:15:00,2025-01-01 05:29:00,1671699.3413158874,829,3346.281732289395,1003019.6047895324,0
300.6364233410837,300.6364233410837,297.3654398157115,298.43117505915797,3059.183489424602,2025-01-01 05:30:00,2025-01-01 05:44:00,912955.7234705591,839,1835.5100936547612,547773.4340823354,0
294.7142518081329,295.9712261566556,294.7142518081329,295.3446188144301,2450.9915852860395,2025-01-01 05:45:00,2025-01-01 05:59:00,723887.1754736811,903,1470.5949511716237,434332.3052842086,0
299.9621707523305,301.74756898539766,299.77007306236686,300.75882102388226,9033.0309864098,2025-01-01 06:00:00,2025-01-01 06:14:00,2716763.749744808,518,5419.818591845879,1630058.2498468847,0
